name,length,starring,year,notes,recorded_bought,inserted,updated
"Prince & the Pauper, The`",2:00,Errol Flynn,1937,,0,1/7/2011 2:00,1/7/2011 2:01
Calling Bulldog Drummond,1:20,Walter Pidgeon,1951,,0,1/7/2011 2:01,1/7/2011 2:03
North Dallas Fourty,2:00,Nick Nolte,1979,,0,1/7/2011 2:03,1/7/2011 2:04
Rough Cut,1:52,B.Reynolds,1980,,0,1/20/2011 19:38,1/20/2011 19:39
"Last  Song, The",1:48,Miley Cyrus,2010,,0,1/20/2011 19:39,1/20/2011 19:39
Sylvia Scarlett,1:34,K.Hepburn,1935,Cary Grant,0,1/20/2011 19:39,1/20/2011 19:40
Guess Who's Coming To Dinner,1:48,S.Tracy,1967,K.Hepburn,0,1/20/2011 19:40,1/20/2011 19:41
Class,1:38,Rob Lowe,1983,J.Bisset,0,1/20/2011 19:41,1/20/2011 19:42
Great Balls of Fire !,1:48,Dennis Quaid,1989,W.Ryder,0,1/20/2011 19:43,1/20/2011 19:44
Big Trouble,1:25,Tim Allen,2002,Rene Russo,0,1/20/2011 19:44,1/20/2011 19:44
Jail Busters,1:01,,1955,Bowery Boys,0,1/20/2011 19:45,1/20/2011 19:45
Beverly Hillbillies,1:33,"C.Leachman, J.Varney",1993,,0,1/20/2011 19:49,1/20/2011 19:50
Operation Crossbow,1:56,George Peppard,1965,Sophia Loren,0,1/20/2011 19:50,1/20/2011 19:57
"Informant !, The",1:48,Matt Damon,2009,,0,1/20/2011 19:57,1/20/2011 19:58
Life Without Dick,,Sarah J. Parker,2001,1:36,0,1/20/2011 19:58,1/20/2011 19:59
Blue Thunder,1:49,Roy Schieder,1983,,0,1/20/2011 19:59,1/20/2011 19:59
"Last Samurai, The ",2:34,Tom Cruise,2003,,0,1/20/2011 19:59,1/20/2011 20:00
Never a Dull Moment,1:40,Dick Van Dyke,1968,,0,1/20/2011 20:00,1/20/2011 20:01
Imagine: John Lennon,1:46,John and Yoko,1988,,0,1/20/2011 20:01,1/20/2011 20:01
After the Fox,1:43,Peter Sellers,1966,Italy,0,1/20/2011 20:01,1/20/2011 20:02
Murphy's Law,1:40,Charles Bronson,1986,,0,1/20/2011 20:02,1/20/2011 20:03
Letters From Iwo Jima,2:21,Ken Waranabe,2006,,0,1/20/2011 20:04,1/20/2011 20:04
"Yes, Giorgio",2:00,Pavarotti,1982,,0,1/20/2011 20:04,1/20/2011 20:05
This Is the Night,1:38,Lily Damita,1932,Cary Grant 1st role.,0,1/20/2011 20:06,1/20/2011 20:06
"Specialist, The",1:49,"S.Stallone,James Woods,Sharon Stone",1994,,0,1/20/2011 20:07,2/6/2013 21:42
From Hell,2:01,Johnny Depp,2001,Jack the Ripper,0,1/20/2011 20:07,1/20/2011 20:08
Cop Out,1:48,Bruce  Willis,2010,Tracy Morgan,0,1/20/2011 20:08,1/20/2011 20:09
Heavens Above,1:45,Peter Sellers,1963,,0,1/20/2011 20:09,1/20/2011 20:10
Revenge Of the Nerds,1:30,Robert Carradine,1984,I,0,1/20/2011 20:15,1/20/2011 20:15
Cary Grant,1:30,Cary Grant,2004,Documentary,0,1/20/2011 20:16,1/20/2011 20:17
Spellbound,,Cary Grant,,Hitchcock,0,1/20/2011 20:25,1/20/2011 20:26
Snow White & the Seven Dwarfs,1:20,Billy Gilbert,1937,Disney,0,1/20/2011 20:42,1/20/2011 20:43
All About Steve,1:39,Sandra Bullock,2009,Bradley Cooper,0,1/20/2011 20:44,1/20/2011 20:45
Hot Rods to Hell,1:32,Dana Andrews,1967,Rock,0,1/20/2011 20:45,1/20/2011 20:46
Honeymoon with Mom,1:36,Shelly Long,2006,Jack Scalia,0,1/20/2011 20:46,1/20/2011 20:47
2012,2:38,John Cusack,2009,,0,1/20/2011 20:47,1/20/2011 20:47
Mr.Smith Goes to Washington,2:05,Jimmy Stewart,1939,,0,1/20/2011 20:47,1/20/2011 20:48
Bruno,1:22,Sacha Baron Cohen,2009,,0,1/20/2011 20:48,1/20/2011 20:49
Harry Potter & the Half-Blood Prince,2:33,Daniel Radcliffe,2009,,0,1/20/2011 20:49,1/20/2011 20:50
Lavender Hill Mob,1:48,Alec Guiness,1951,,0,1/20/2011 20:50,5/31/2012 21:03
"Searchers, The",1:59,John Wayne,1956,Natalie Wood,0,1/20/2011 20:52,1/20/2011 20:53
Around the World Under the Sea,1:57,Lloyd Bridges,1966,Brian Kelly,0,1/20/2011 20:53,1/20/2011 20:54
Down to Earth,1:27,Chris Rock,2001,Mark Addy,0,1/20/2011 20:54,1/20/2011 20:55
I've Loved You So Long,1:57,Kristin Scott Thomas,2008,French subtitles,0,1/20/2011 21:08,1/20/2011 21:09
Karate Kid II,1:53,Ralph Macchio,1986,Martin Kove,0,1/20/2011 21:09,1/20/2011 21:10
American Idol,1:50,Bye to Simon Cowell,,Finals,0,1/20/2011 21:10,1/20/2011 21:11
McHale's Navy,1:48,Tom Arnold,1997,Ernie Borgnine,0,1/20/2011 21:11,1/20/2011 21:12
Black Dog,1:28,Patrick Swayze,1998,Meatloaf,0,1/20/2011 21:12,1/20/2011 21:13
Die Hard II,2:04,Bruce Willis,1990,Wm. Atherton,0,1/20/2011 21:13,1/20/2011 21:14
Home Alone I,1:42,Macaulay Caulkin,1990,Chicago,0,1/20/2011 21:14,1/20/2011 21:15
Breaker ! Breaker !,1:26,Chuck Norris,1977,Terry O'Connor,0,1/20/2011 21:15,1/20/2011 21:16
Mrs.Henderson Presents,1:43,Judi Dench,2005,Bob Hoskins,0,1/20/2011 21:16,1/20/2011 21:17
Rambow,1:36,Bill Milner,2007,,0,1/20/2011 21:17,1/20/2011 21:18
Telephon,1:43,Charles Bronson,1977,,0,1/20/2011 21:18,1/20/2011 21:18
Geo.Washington Slept Here,1:33,Jack Benny,1942,,0,1/20/2011 21:18,1/20/2011 21:19
"See Here, Private Hargrove",1:40,Robert Walker,1944,,0,1/20/2011 21:19,1/20/2011 21:20
"Butchers Wife, The",1:47,Demi Moore,1991,Jeff Daniels,0,1/20/2011 21:20,1/20/2011 21:21
Shrek I,1:29,Mike Myers,2001,,0,1/20/2011 21:21,1/20/2011 21:21
Fearless Fagan,1:19,Janet Leigh,1952,Carlton Carpenter,0,1/20/2011 21:21,1/20/2011 21:22
Spy Kids I,1:28,Antonio Banderas,2001,,0,1/20/2011 21:22,1/20/2011 21:23
When Were You Were Born ?,1:05,Margaret Lindsay,1938,Anna May Wong,0,1/20/2011 21:23,1/20/2011 21:24
Hot Tub Time Machine,1:39,John Cusack,2010,,0,1/20/2011 21:41,1/20/2011 21:41
Tournament of Roses,2:00,Paula Deen,2011,Parade,0,1/20/2011 21:42,1/20/2011 21:43
Jackie Brown,2:35,Pam Grier,1997,Robert Forester,0,1/20/2011 22:31,1/20/2011 22:31
2 Girls & a Sailor,2:04,Van Johnson,1944,Jimmy Durante,0,1/20/2011 23:02,1/20/2011 23:02
Babe,,,,,0,1/20/2011 23:09,1/20/2011 23:10
"Babe Ruth Story, The",1:46,Wm. Bendix,1948,Clair Trevor,0,1/20/2011 23:10,1/20/2011 23:11
"Stork Club, The",1:38,Betty Hutton,1945,Barry Fitzgerald,0,1/20/2011 23:11,1/20/2011 23:12
Viva Max,1:32,Peter Ustinov,1969,Pamela Tiffin,0,1/20/2011 23:27,1/20/2011 23:28
Crazy Over Horses,,Gloria Saunders,1951,Bowery Boys,0,1/20/2011 23:44,1/20/2011 23:44
Time Cop,1:38,Van Damme,1994,,0,1/20/2011 23:58,1/20/2011 23:58
Three Men & A Baby,1:42,"Danson, Selleck, Gutenberg",1987, Nancy Travis,0,1/20/2011 23:59,1/20/2011 23:59
"Saint in London, The",1:12,George Sanders,1939,,0,1/21/2011 0:00,1/21/2011 0:00
Dear John,1:48,Channing Tatum,2010,Amanda Seyfried,0,1/21/2011 0:01,1/21/2011 0:01
Police Academy 1,1:49,"S. Gutenberg,K.Cattrall",1984,,0,1/21/2011 0:05,2/16/2011 22:01
Suspect,2:01,"Cher, Liam Neeson",1987,,0,2/16/2011 20:08,2/16/2011 20:09
From Paris With Love,1:32,John Travolta,2010,,0,2/16/2011 20:09,2/16/2011 20:11
Double Identity,1:37,Val Kilmer,2010,Bulgaria,0,2/16/2011 20:11,2/17/2011 15:16
Diggstown,1:38,"James Woods , Louis Gossett Jr.",1992,,0,2/16/2011 20:12,2/16/2011 20:14
City Heat,1:37,"Clint Eastwood, Burt Reynolds",1984,,0,2/16/2011 20:14,2/16/2011 20:15
"Banger Sisters, The",1:38,"Goldie Hawn, Susan Sarandon",2002,,0,2/16/2011 20:15,2/16/2011 20:16
Lost In Translation,1:42,"Bill Murray, Scarlet Johansson",2003,,0,2/16/2011 20:16,2/16/2011 20:17
Talk of the Town,1:58,"Cary Grant, Jean Arthur",1942,,0,2/16/2011 20:17,2/16/2011 20:17
Showgirls,2:10,Elizabeth Barkley,1995,,0,2/16/2011 20:18,2/16/2011 20:19
Accidentally In Love,1:30,Jennie Garth,2010,Hallmark,0,2/16/2011 20:19,2/16/2011 20:20
Le Divorce,1:57,"Kate Hudson, Thierry Lhermitte",2003,,0,2/16/2011 20:20,5/25/2012 13:46
Reagan,1:50,"Ronald Reagan, Nancy",2011,Doc.  100th birthday,0,2/16/2011 20:20,2/16/2011 20:22
Return to Me,1:53,"D.Duchovny, Minnie Driver",2000,,0,2/16/2011 20:22,2/16/2011 20:23
"Bounty Hunter, The",1:51,"Jennifer Aniston, Gerard Butler",2010,,0,2/16/2011 20:23,2/16/2011 20:23
Ghost Dog: the Way of the Warrior,1:56,Forest Whittiker,1999,,0,2/16/2011 20:23,2/16/2011 20:24
Set It Off,2:00,"Queen Latifah, Jada Pinkett",1996,,0,2/16/2011 20:24,2/16/2011 20:25
Taffin,1:32,Pierce Brosnan,1988,,0,2/16/2011 20:26,2/16/2011 20:27
All the Presidents Men,2:18,"Robert Redford, Dustin Hoffman",1976,,0,2/16/2011 20:27,2/16/2011 20:29
"Mask, The",1:35,"Jim Carrey, Cameron Diaz",1994,,0,2/16/2011 20:29,2/16/2011 20:30
Head of State,1:35,"Chris Rock, Bernie Mac",2003,,0,2/16/2011 20:30,2/16/2011 20:30
P.I. Warshawski,1:29,"Kathleen Turner, Stephen Meadows",1991,,0,2/16/2011 20:30,2/16/2011 20:33
Discovering Ardi,,,2010,Doc of 4.4 million old skeleton,0,2/16/2011 20:33,2/16/2011 20:34
"Secret Invasion, The",1:35,"Stewart Granger, Raf Valone",1964,,0,2/16/2011 20:34,2/16/2011 20:36
Late for Dinner,1:33,"Briam Wimmer, Peter Berg",1992,Marcia Gay Harden,0,2/16/2011 20:36,2/16/2011 20:37
"Most Wonderful Time of Year, The",1:35,"Henry Winkler, Brooke Burns",2008,Xmas,0,2/16/2011 20:37,2/16/2011 20:38
Excuses Be Gone !,,Dr.Wayne Dyer,2009,,0,2/16/2011 20:38,2/16/2011 20:39
Leonard Cohen Live in London,1:30,Leonard Cohen,2009,,0,2/16/2011 20:39,2/16/2011 20:40
Tammy Faye,,Tammy Faye and Roe,2010,,0,2/16/2011 20:40,2/16/2011 20:41
Ken Burns' the 10th Inning,4:30,Baseball,2010,1.Baseball rebuilds 2. Red Sox Win !,0,2/16/2011 20:41,2/16/2011 20:42
Teen Paparazzo,1:34,Adrian Grenier,2010,,0,2/16/2011 20:42,2/16/2011 20:43
Heartbreakers,2:30,"Sigourney Weaver, Jenn.Love Hewitt",2001,,0,2/16/2011 20:44,2/16/2011 20:44
Prince of Persia: Sands of Time,1:56,"Jake Gyllenhaal, Ben Kingsley",2010,,0,2/16/2011 20:44,2/16/2011 20:46
Assault On a Queen,11:46,"Sinatra, Tony Franciosa",1966,,0,2/16/2011 20:46,2/16/2011 20:47
"Fly, The",1:35,"Jeff Goldblum, Geena Davis",1986,,0,2/16/2011 20:47,2/16/2011 20:48
Something Wild,1:53,"Jeff Daniels, Melanie Griffith",1986,,0,2/16/2011 20:48,2/16/2011 20:49
About Last Night,1:53,"Rob Lowe, Demi Moore",1986,,0,2/16/2011 20:49,2/16/2011 20:50
Hannah and Her Sisters,1:46,"Woody Allen, Mia Farrow",1986,,0,2/16/2011 20:50,2/16/2011 20:50
Brooklyn's Finest,2:13,"Richard Gere, Don Cheadle",2010,,0,2/16/2011 20:50,2/16/2011 20:51
"Black Stallion Returns, The",1:43,"Kelly Reno, Woody Strode",1983,,0,2/16/2011 20:51,2/16/2011 20:52
"Dirty Dozen I, The",2:29,"Lee Marvin,Ernie Borgnine",1967,,0,2/16/2011 20:52,2/16/2011 20:55
"Dirty Dozen IV : the Fatal Mission, The",1:40,"Telly Savalas, Ernie Borgnine",1988,,0,2/16/2011 20:56,2/16/2011 20:57
Little Miss Marker,1:20, Adolphe Menjou,1934,Shirley Temple,0,2/16/2011 20:57,2/16/2011 20:58
Did That Uranium,1:01,Bowery Boys,1956,,0,2/16/2011 20:58,2/16/2011 20:59
Black Beauty,1:25,"Sean Bean, David Thewlis",1994,,0,2/16/2011 20:59,2/16/2011 21:00
Star Trek,2:06,"Chris Pine, Zachary Quinto",2009,,0,2/16/2011 21:00,2/16/2011 21:01
"Uninvited, The",1:32,"Ray Milland, Ruth Hussey",1944,,0,2/16/2011 21:01,2/16/2011 21:02
"Million Dollar Hotel, The",,"Mel Gibson, Milla Jojovich",2000,2:02,0,2/16/2011 21:02,2/16/2011 21:04
"Man In the Iron Mask, The",2:12,Leonardo  DiCaprio,1998,,0,2/16/2011 21:04,2/16/2011 21:05
Kick-Ass,1:57,"Aaron Jonson, Mark Strong",2010,,0,2/16/2011 21:06,2/16/2011 21:06
Club Paradise,1:57,"Robin Wms., Peter O'Toole",1986,Caribbean,0,2/16/2011 21:06,2/16/2011 21:07
Once,1:30,Glen Hansgard,2006,,0,2/16/2011 21:07,2/16/2011 21:50
"Change Your Brain, Change Your Body",2:00,Dr.Daniel Amon,2010,,0,2/16/2011 21:50,2/16/2011 21:51
"Clearing, The",1:35,Robert redford,2004,w/coms,0,2/16/2011 21:51,2/16/2011 21:55
"Wrong Box, The",1:45,"John Mills, Michael Caine",1966,,0,2/16/2011 21:55,2/16/2011 21:55
Your Past Is Showing,1:32,Terry-Thomas,1957,Peter Sellers,0,2/16/2011 21:55,2/16/2011 21:56
Breathless,1:45,"Richare Gere, Valerie Kapriski",1983,Paris,0,2/16/2011 21:56,2/16/2011 21:57
Bloody Birthday,1:25,"Susan Strasberg, Jose Ferrer",1981,,0,2/16/2011 21:57,2/16/2011 21:58
Police Academy 3 :Back In Training,1:22,"S.Gutenberg, Leslie Easterbrook",1986,,0,2/16/2011 21:58,2/16/2011 22:02
Police Academy 6 : City Under Seige,1:24,"Bubba Smith, David Graf",1989,,0,2/16/2011 21:59,2/16/2011 22:00
Casino Royale,2:11,"Peter Sellers, Ursula Andress",1967,David Niven,0,2/16/2011 22:14,2/16/2011 22:15
Showdown In Little Tokyo,1:18,"Dolph Lungren, Brandon Lee",1991,,0,2/16/2011 22:15,2/16/2011 22:16
"Fast & the Furious, The",1:47,"Vinn Diesel, Paul Walker",2001,,0,2/16/2011 22:16,2/16/2011 22:17
2 Fast 2 Furious,1:48,"Paul Walker, Tyrese, Eve Mendes",2003,,0,2/16/2011 22:17,2/16/2011 22:17
Spies Like Us,1:49,"Chevy Chase, Dan Aykroyd, Donna Dixon",1985,,0,2/16/2011 22:17,2/16/2011 22:18
"Spy Next Door, The",1:32,"Jackie Chan, Amber Valetta",2010,Billy Ray Cyrus,0,2/16/2011 22:18,5/5/2011 20:09
"Making of Patton, The",:55,"Geo.C.Scott, Oliver Stone",1997,Documentary,0,2/16/2011 22:19,2/16/2011 22:20
Inferno:Making of the Expendables,1:45,"Stallone, Lungren, J.StrathamLi",2010,Documentary,0,2/16/2011 22:20,2/16/2011 22:21
"Organization, The",1:47,"Sidney Poitier, Gerald S. O'Loghlin",1971,Mr.Tibbs,0,2/16/2011 22:21,2/16/2011 22:23
Cleopatra,4:03,Taylor and Burton,1963,,0,2/16/2011 22:23,2/16/2011 22:24
Tea With Mussolini,1:58,"Cher, Judi Dench, Maggie Smith",1999,,0,2/16/2011 22:24,2/16/2011 22:25
Black Sunday,2:23,"Robt.Shaw,Bruce Dern,Marte Keller",1977,,0,2/16/2011 22:25,2/16/2011 22:28
"Jackal, The",2:04,"Bruce Willis, Richard Gere, Sidney Poitier",1997,,0,2/16/2011 22:28,2/16/2011 22:28
"Towering Inferno, The",2:45,"Wm.Holden,S. McQueen,P.Newman",1969,,0,2/16/2011 22:28,2/16/2011 22:30
Postcards From the Edge,1:41,"Meryl treep, S.MacLaine",1990,,0,2/16/2011 22:30,2/16/2011 22:30
"Wild Bunch, The",2:22,"Wm.Holden,E.Borgnine,Robt.Ryan",1969,,0,2/16/2011 22:30,2/16/2011 22:32
Last Summer,1:37,"Barbara Hershey, Bruce Davidson",1969,Fire Island,0,2/16/2011 22:32,2/16/2011 22:32
Crashing Las Vegas,1:02,Nicky Blair,1956,Bowery Boys,0,2/16/2011 22:32,2/16/2011 22:33
Revenge Of the Nerds 3: the Next Generation,1:33,"R.Carradine,T.McGinley",1992,,0,2/16/2011 22:35,2/16/2011 22:36
"Odessa File, The",2:08,"Jon Voight, Max Schell",1974,,0,2/16/2011 22:36,2/16/2011 22:37
Hopscotch,1:44,"Walte Matthau, Glenda Jackson",1980,Ned Beatty,0,2/16/2011 22:37,2/16/2011 22:38
Man In a Crooked Hat,1:28,Terry-Thomas,1959,Peter Sellers,0,2/16/2011 22:38,2/16/2011 22:39
Death At a Funeral,1:32,"Loretta Devine, Ron Glass, Danny Glover",2010,,0,2/16/2011 22:39,2/16/2011 22:40
Being There,2:10,"Peter Sellers, S.MacLaine",1979,,0,2/16/2011 22:40,2/16/2011 22:41
"Stunt Man, The",2:09,"Peter O'Toole, Barbara Hershey",1980,,0,2/17/2011 15:14,2/17/2011 15:14
Mr.Brooks,2:01,"Kevin Costner, Demi Moore",2007,End edited out.,0,2/17/2011 15:14,2/17/2011 15:15
Blame It On Rio,1:50,"M.Caine, J.Bologna, Demi Moore",1983,Rio de Janiero,0,2/17/2011 15:16,2/17/2011 15:17
Police Academy 2 :The First Assignment,1:27,"S.Guttenberg, Colleen Camp",1985,,0,2/17/2011 16:50,2/17/2011 16:51
No Way Out,1:53,"Kevin Costner, Gene Hackman,Sean Young",1987,,0,2/19/2011 12:48,2/19/2011 12:50
"Last Valentine, The",1:37,"Betty White, J. Love Hewitt",2011,Hallmark,0,2/19/2011 12:50,2/19/2011 12:50
American Beauty,2:02,"Kevin Spacey, Annette Bening",1999,,0,2/19/2011 12:50,2/19/2011 12:51
"Firm, The",2:34,"Tom Cruise, Gene Hackman",1993,,0,2/19/2011 12:51,2/19/2011 12:52
Green Zone,1:55,"Matt Damon, Greg Kinnear",2010,,0,2/19/2011 12:52,2/19/2011 12:52
Thunderheart,1:59,"Val Kilmer, Sam Shepard",1992,So.Dakota,0,5/5/2011 16:26,5/31/2012 22:14
Raintree County,2:48,"Eliz.Taylor, M.Cliff",1957,,0,5/5/2011 16:27,5/5/2011 19:28
Girls Night Out-Women of Country,2:00,"Reba, Judds,C.Underwood",2011,,0,5/5/2011 16:28,5/5/2011 19:29
Get Him To the Greek,,Russell brand,2010,,0,5/5/2011 16:35,5/5/2011 19:36
Swept Away,1:29,"Madonna, Bruce Greenwood",2002,Italy/Greece,0,5/5/2011 16:38,5/5/2011 20:13
Jack La Lane Juicer,:27,Jack La Lane,2010,,0,5/5/2011 16:39,5/5/2011 19:40
"Transporter 1, The",1:32,"Jason Strathan, Shu Qui",2002,,0,5/5/2011 16:40,5/5/2011 19:40
Red Heat,1:46,"A.Schwarzenegger, J. Belushi, Peter Boyle",1988,,0,5/5/2011 16:41,5/5/2011 19:41
Parrish,2:20,"Troy Donahue, Connie Stevens, K.Malden",1961,,0,5/5/2011 16:42,5/5/2011 19:42
Marmaduke,1:28,"Owen Wilson, Lee Pace",2010,,0,5/5/2011 16:42,5/5/2011 19:43
Iron Man 2,2:04,"R,Downey Jr, G.Paltrow, M.Rourke",2010,,0,5/5/2011 16:43,5/5/2011 19:44
True Bond,:55,,2010,Documentary of  'James Bond',0,5/5/2011 16:44,5/5/2011 19:46
"Other Guys, The",1:47,"Will Farrell, Mark Wahlberg",2010,,0,5/5/2011 16:46,5/5/2011 19:46
Austin Powers in Goldmember,1:34,"Mike Myers, Robert Wagner",2002,,0,5/5/2011 16:47,5/5/2011 19:48
Easy A,1:33,"Emma Stone, Amanda Bynes, S.Tucci",2010,Ojai,0,5/5/2011 16:48,5/5/2011 19:49
Stakeout,1:58,"R.Dreyfuss, E.Esteves, M. Stowe",1987,Vancouver ['Seattle'],0,5/5/2011 16:49,5/5/2011 19:50
Cary Grant ,:10,"Jennifer Grant, Chas.Osgood",2011,Short Doc,0,5/5/2011 16:50,5/5/2011 19:51
William & Kate: A Royal Romance,2:00,"Camilla Luddington, Nico Evers-Swidell",2011,plus Barbara Walters on Will & Kate,0,5/5/2011 16:51,5/5/2011 19:53
My Blus Heaven,1:35,"Steve Martin, Rick Moranis",1990,,0,5/5/2011 16:53,5/5/2011 19:53
Shutter Island,2:18,"Leonardo DiCaprio, M.Ruffalo",2010,,0,5/5/2011 16:53,5/5/2011 19:54
Tyler Perry's Madea Goes to Jail,1:43,"Tyler Perry, Derek Luke",2009,,0,5/5/2011 16:54,5/5/2011 19:55
Tyler Perry's Why Did I Get Married Too ?,2:01,"T.Perry,Janet Jackson",2010,Bahamas,0,5/5/2011 17:19,5/5/2011 20:20
Master & Commander,2:19,"Russell Crowe, Paul Bettany",2003,,0,5/5/2011 17:20,5/5/2011 20:21
"Net 2.0, The",1:33,"Nikki De Loach  ,Demet Akbag",2006,Istanbul,0,5/5/2011 17:21,5/5/2011 20:22
Fighting Trouble,1:01,,1956,Bowery Boys,0,5/5/2011 17:22,5/5/2011 20:23
Arthur,1:37,"Dudley Moore, John Gielgud, L.Minelli",1981,,0,5/5/2011 17:23,5/5/2011 20:24
Date Night,1:28,"Steve Carell, Tina Fey, Mark Wahlberg",2010,N.Y.,0,5/5/2011 17:24,5/5/2011 20:25
Minority Report,2:24,"Tom Cruise, Colin Farrell",2002,,0,5/5/2011 17:25,5/5/2011 20:25
Hollywood Homicide,1:55,"Harrison Ford, Josh Harnett",2003,,0,5/5/2011 17:25,5/5/2011 20:26
True Believer,1:43,"James Woods, R. Downey Jr.",1989,,0,5/5/2011 17:26,5/5/2011 20:27
"Runaways, The ",1:45,"Kristen Stewart, Dakota Fanning",2010,Joan Jett Story,0,5/5/2011 17:27,5/5/2011 20:27
Widow's Peak,1:42,"Mia Farrow, Joan Plowright,J.Broadbent",1994,Ireland,0,5/5/2011 17:27,5/5/2011 20:28
Midnight Heat,1:38,"Brian Bosworth, Brad Dorif",1996,,0,5/5/2011 17:28,5/5/2011 20:29
Bad Lt.: Port of Call New Orleans,2:01,"Nicolas Cage, Eva Mendes, V.Kilmer",2004,New Orleans,0,5/5/2011 17:29,5/5/2011 20:31
Broken Embraces,2:08,"Penelope Cruz, Luis Homar",2009,,0,5/5/2011 17:31,5/5/2011 20:31
Solitary Man,1:39,"M.Douglas, Mary-Louise Parker",2009,,0,5/5/2011 17:32,5/5/2011 20:32
Untamed Hearts,1:42,"Christian Slater, Marissa Tomei",1993,,0,5/5/2011 17:33,5/5/2011 20:34
Toy Story 1,1:20,"T. Hanks, T. Allen, Jim Varney",1995,,0,5/5/2011 17:34,5/5/2011 20:39
Toy Story 2,1:32,"T.Hanks, T.Allen, Joan Cusack",1999,,0,5/5/2011 17:36,5/5/2011 20:37
Toy Story 3,1:43,"Tom Hanks, Tim Allen",2010,,0,5/5/2011 17:37,5/5/2011 20:38
Much Ado About Nothing,1:50,"K.Brannagh, Emma Thompson, Denzel, Keanau",1993,,0,5/5/2011 17:40,5/5/2011 20:41
Killers,1:40,"Ashton Kutcher, K.Heigl, T.Selleck",2010,,0,5/5/2011 17:41,5/5/2011 20:42
Ivanhoe,1:49,"Eliz.Taylor, Rbt.Taylor",1952,,0,5/5/2011 17:42,5/5/2011 20:42
Cat On a Hot Tin Roof,1:48,"Eliz.Taylor, P.Newman",1958,,0,5/5/2011 17:42,5/5/2011 20:43
Tales of Manhattan,1:58,"Chas.Boyer,Rita Hayworth",1942,,0,5/5/2011 17:43,5/5/2011 20:44
Midnight in the Garden of Good & Evil,2:35,"Kevin Spacey, John Cusack",1997,S.Carolina,0,5/5/2011 17:44,5/5/2011 20:45
Biography,2:00,"Burt Reynolds, Simon Cowell",2010,,0,5/5/2011 17:45,5/5/2011 20:46
Burn Notice The Fall of Sam Axe,1:30,"Bruce Campbell, Jeffrey Donovan",2011,,0,5/5/2011 17:46,5/5/2011 20:47
Hard Cash,1:39,"Christian Slater, Val Kilmer",2003,,0,5/5/2011 17:47,5/5/2011 20:48
What  A Girl Wants,1:35,"Colin Firth, Amanda Bynes,Kelly Preston",2003,England,0,5/5/2011 17:48,5/5/2011 20:49
Conspirator,1:27,"Eliz.Taylor, Rbt.Taylor,Honor Blackman",1949,w/Robt.Osborne. Died  03/2011,0,5/5/2011 17:49,5/5/2011 20:50
Never Too Late,1:45,"Paul Ford, Connie Stevens,J.Hutton",1965,,0,5/5/2011 17:50,5/5/2011 20:51
Your Cheatin' Heart,1:39,"Geo.Hamilton,Susan Olicer",1964,Hank Wms. story,0,5/5/2011 17:51,5/5/2011 20:52
Best of Laugh-In,1:30,"J.Wayne,J,Carson, S,Davis Jr, Cher",2010,,0,5/5/2011 17:52,5/5/2011 20:53
In The Money ,:40,Huntz Hall,1958,Huntz Hall,0,5/5/2011 17:53,5/5/2011 20:53
Looking For Danger,1:02,Bowery Boys,1957,Huntz Hall,0,5/5/2011 17:54,5/5/2011 20:55
Happy Days 30th  Reunion,2:00,"Garry Marshall, R.Howard, H.Winkler",2005,,0,5/5/2011 17:55,5/5/2011 20:55
"Karate Kid  2010, The",2:20,"Jackie Chan, Jaden Smith",2010,China,0,5/5/2011 17:57,5/5/2011 20:58
Beethoven's 2nd,1:28,"Chas.Grodin,Bonnie Hunt",1993,,0,5/5/2011 18:05,5/5/2011 21:06
Oceans,1:24,Pierce Brosnan,2010,Documentary,0,5/5/2011 18:06,5/5/2011 21:06
"Way We Were, The",1:58,"B,Streisand, R.Redford",1973,,0,5/5/2011 18:06,5/5/2011 21:07
Hold That Hypnotist,1:01,Bowery Boys,1957,,0,5/5/2011 18:07,5/5/2011 21:08
Murder Ahoy !,1:33,"Mgrt.Rutherford,Lionel Jeffries",1964,w/Robt. Osborn,0,5/5/2011 18:08,5/5/2011 21:09
Kenny Rogers the Gambler Returns:,3:12,"K.Rogers,Reba McIntire",1991,'Luck of the Draw',0,5/5/2011 18:11,5/5/2011 21:12
"Whole 10 Yards, The",1:34,"B.Willis, M.Perry,A.Peet",2004,,0,5/5/2011 18:13,5/5/2011 21:14
Robin Hood 2010,2:19,"Russell Crowe, K.Blanchette",2010,,0,5/5/2011 18:14,5/5/2011 21:15
Gorky Park,2:08,"Wm.Hurt,L.Marvin,J.Pacula",1983,,0,5/5/2011 18:18,5/5/2011 21:19
Fargo,1:37,"F.McDormand,Wm.H.Macy",1996,,0,5/5/2011 18:19,5/5/2011 21:19
Thunderbolt & Lightfoot,1:54,"C.Eastwood, J.Bridges",1974,,0,5/5/2011 18:19,5/5/2011 21:20
His Way,1:30,"Jerry Weintraub,Clooney, Damon",2010,Documentary,0,5/5/2011 18:22,5/5/2011 21:22
Harry Brown,1:37,"M.Caine, E.Mortimer",2009,,0,5/5/2011 18:22,5/5/2011 21:23
Birth of a Nation,3:10,"Lillian Gish, Mae Marsh",1915,Silent,0,5/5/2011 18:23,5/5/2011 21:23
"Milagro Beanfield War, The",1:57,"Sonia Braga, Chick Vennera",1988,,0,5/5/2011 18:23,5/5/2011 21:24
